From,Destination,City,Type,Distance (km),Duration (Days),Budget,Cost (BDT)
Dhaka,Ghoraghat Fort,Dinajpur,Historical Palace,239,1,Low,2024
Sylhet,Shahjalal Dargah,Sylhet,Historical Palace,2,1,Low,1018
Dhaka,Gunahar Saheb Bari,Naogaon,Historical Palace,219,1,Medium,1953
Rajshahi,Bangladesh National Meusium,Dhaka,Historical Palace,245,1,Medium,2768
Sylhet,Lalakhal,Sylhet,Picnic Spot,46,1,Low,1280
Rajshahi,Dhanmondi Lake,Dhaka,Park,254,1,Low,1829
Sylhet,Himchari National Park,Cox's Bazar,Park,510,1,Low,2267
Barisal,Madhupur National Park,Tangail,Forest,310,3,Medium,3394
Sylhet,Bichanakandi,Sylhet,Picnic Spot,40,1,Low,1415
Chittagong,Nilachal,Bandarban,Hills,70,2,Medium,2345
Chittagong,Muktagacha ZamidarBari,Mymensingh,Historical Palace,381,1,Low,2754
Rajshahi,Modhutila Eco Park,Sherpur,Park,274,1,Medium,2033
Cumilla,Dulahazara Safari Park,Cox's Bazar,Park,255,1,Medium,1967
Rangpur,Baliadi  Zamindar Bari,Gazipur,Historical Palace,255,1,Medium,2550
Mymensingh,Rangamati Hanging Bridge,Rangamati,Hills,423,6,High,11889
Khulna,Swapnapuri Amusement Park,Dinajpur,Picnic Spot,388,1,Medium,1844
Cumilla,Hardinge Bridge,Kushtia,Historical Palace,312,1,Low,2623
Rajshahi,Ahsan Monjil,Dhaka,Historical Palace,258,1,Medium,1637
Barisal,Shalban Vihara,Cumilla,Historical Palace,175,1,Low,1701
Rajshahi,Ahsan Monjil,Dhaka,Historical Palace,258,1,Medium,1749
Rangpur,Kaptai Lake,Rangamati,Park,602,1,Medium,2197
Khulna,Nafakhum Waterfall,Bandarban,Waterfall,464,2,Low,4128
Rajshahi,Chandranath Temple,Chittagong,Historical Palace,462,1,Low,2075
Rajshahi,Shitolaksha Waterfront Resort,Narayanganj,Picnic Spot,254,1,Low,2977
Rangpur,Shalban Vihara,Cumilla,Historical Palace,399,1,Low,2456
Barisal,Boga Lake,Bandarban,Hills,365,3,High,6232
Chittagong,Teliapara Tea Garden,Habiganj,Picnic Spot,255,1,Medium,1853
Chittagong,Mohera Zamindar Bari,Tangail,Historical Palace,341,1,Medium,1833
Dhaka,Bhola Circuit House,Bhola,Picnic Spot,188,1,Low,1990
Cumilla,Bangabandhu Safari Park,Gazipur,Park,151,1,Low,1531
Rangpur,Balihar Rajbari,Naogaon,Historical Palace,167,1,Low,1929
Barisal,Foy's Lake,Chittagong,Park,240,1,Low,2229
Cumilla,Alutila Cave,Khagrachari,Hills,163,2,Medium,2022
Mymensingh,Baniachong Zamindar Bari,Habiganj,Historical Palace,215,1,Medium,2089
Rangpur,Chimbuk Hill,Bandarban,Hills,632,6,Medium,7647
Cumilla,Himchari National Park,Cox's Bazar,Park,307,1,Medium,2220
Cumilla,Bayazid Bostami Shrine,Chittagong,Historical Palace,147,1,Low,1844
Barisal,Lalbagh Fort,Dhaka,Historical Palace,150,1,Low,1136
Barisal,Kurigram Eco Park,Kurigram,Park,513,1,Medium,1604
Cumilla,Bhola Circuit House,Bhola,Picnic Spot,140,1,Low,1592
Chittagong,Shitolaksha River,Narayanganj,Picnic Spot,257,1,Low,2636
Dhaka,Lalon Shah Mazar,Kushtia,Historical Palace,204,1,Low,1623
Cumilla,Mawa Ghat,Munshiganj,Picnic Spot,272,1,Medium,2763
Mymensingh,Boga Lake,Bandarban,Hills,487,3,High,9381
Dhaka,Basher Kella,Dinajpur,Historical Palace,333,1,Medium,1950
Rangpur,Sundarbans,Satkhira,Forest,453,3,Medium,3110
Cumilla,Sreepur Zamindar Bari,Gazipur,Historical Palace,27,1,Low,880
Dhaka,Mujibnagar Eco Park,Meherpur,Park,262,1,Medium,2798
Mymensingh,Chor Kukri Mukri,Bhola,Island,410,4,High,12704
Dhaka,Baniachong Zamindar Bari,Habiganj,Historical Palace,172,1,Low,1260
Chittagong,Darjeeling Point,Panchagarh,Hills,778,6,High,10075
Cumilla,Hardinge Bridge,Kushtia,Historical Palace,136,1,Low,1834
Khulna,Kaptai National Park,Rangamati,Park,388,1,Low,2654
Chittagong,Mujibnagar Memorial,Meherpur,Historical Palace,497,1,Medium,2342
Mymensingh,Saint Martin's Island,Cox's Bazar,Island,585,5,Medium,5865
Barisal,Alutila Cave,Khagrachari,Hills,254,5,High,7530
Sylhet,Bhola Circuit House,Bhola,Picnic Spot,363,1,Low,1574
Chittagong,Jadukata River,Sunamganj,Picnic Spot,406,1,Low,2829
Mymensingh,Saint Martin's Island,Cox's Bazar,Island,585,6,High,10300
Dhaka,Aparajeyo Bangla,Dhaka,Historical Palace,12,1,Low,1593
Chittagong,Madhupur National Park,Tangail,Forest,404,3,Medium,4523
Sylhet,Niladri Lake,Sunamganj,Picnic Spot,115,1,Low,1343
Sylhet,Meghla Tourist Complex,Bandarban,Hills,429,3,Medium,6549
Barisal,Lawachara National Park,Sylhet,Park,349,1,Low,2937
Rajshahi,Jatiyo Sriti Shoudho,Savar,Historical Palace,229,1,Low,2364
Cumilla,Mawa Ghat,Munshiganj,Picnic Spot,272,1,Medium,2516
Cumilla,Kantaji Temple,Dinajpur,Historical Palace,603,1,Medium,2239
Sylhet,Shalban Vihara,Cumilla,Historical Palace,223,1,Low,1732
Chittagong,Zinda Park,Narayanganj,Picnic Spot,268,1,Low,2732
Rangpur,Lawachara National Park,Sylhet,Park,447,1,Medium,1966
Chittagong,Ramsagar National Park,Dinajpur,Park,590,1,Medium,2306
Cumilla,Ramsagar National Park,Dinajpur,Park,442,1,Low,2035
Dhaka,Birishiri,Netrokona,Picnic Spot,166,1,Low,1575
Cumilla,Alutila Cave,Khagrachari,Hills,163,3,High,3582
Cumilla,Ahsan Monjil,Dhaka,Historical Palace,96,1,Low,1301
Sylhet,Sonargaon Folk Art Museum,Narayanganj,Historical Palace,236,1,Medium,2124
Mymensingh,Baniachong Zamindar Bari,Habiganj,Historical Palace,215,1,Medium,1600
Cumilla,Buddha Dhatu Cati,Bandarban,Historical Palace,227,1,Low,2021
Rajshahi,Dulahazara Safari Park,Cox's Bazar,Park,601,1,Low,2315
Rajshahi,Dulahazara Safari Park,Cox's Bazar,Park,601,1,Medium,2396
Mymensingh,Shitolaksha River,Narayanganj,Picnic Spot,120,1,Low,1294
Chittagong,Chimbuk View Point,Bandarban,Hills,88,2,Medium,4068
Sylhet,Ahsan Monjil,Dhaka,Historical Palace,239,1,Medium,2422
Mymensingh,Baniachong Zamindar Bari,Habiganj,Historical Palace,215,1,Low,1595
Dhaka,Lalakhal,Sylhet,Picnic Spot,284,1,Medium,2287
Rangpur,Pachgaon Waterfall,Netrokona,Hills,375,5,High,11444
Khulna,Shaheed Suhrawardy Udyan,Dhaka,Park,206,1,Medium,2813
Chittagong,Nilachal,Bandarban,Hills,70,1,Medium,4069
Barisal,Jatiyo Sriti Shoudho,Savar,Historical Palace,201,1,Medium,2319
Dhaka,Panam City,Narayanganj,Historical Palace,40,1,Low,1413
Rangpur,Shilaidaha Kuthibari,Kushtia,Historical Palace,242,1,Low,2725
Chittagong,Teliapara Tea Garden,Habiganj,Picnic Spot,255,1,Medium,1614
Barisal,Panchagarh Tea Estate,Panchagarh,Picnic Spot,619,1,Low,2869
Chittagong,Tanguar Haor,Sunamganj,Picnic Spot,436,1,Medium,2127
Chittagong,Cholon Beel,Sirajganj,Picnic Spot,424,1,Low,2818
Chittagong,Panam City,Narayanganj,Historical Palace,221,1,Low,1781
Chittagong,Swapnapuri Amusement Park,Dinajpur,Picnic Spot,536,1,Medium,2420
Mymensingh,Amiakhum Waterfall,Bandarban,Waterfall,496,3,Medium,3458
Khulna,Bayazid Bostami Shrine,Chittagong,Historical Palace,341,1,Low,1698
Rajshahi,Muktagacha ZamidarBari,Mymensingh,Historical Palace,220,1,Medium,2505
Rangpur,Shangu River,Bandarban,Picnic Spot,684,1,Low,1564
Rajshahi,Shoshi Lodge,Mymensingh,Historical Palace,236,1,Medium,1810
Rajshahi,Dulahazara Safari Park,Cox's Bazar,Park,601,1,Medium,1835
Dhaka,Cholon Beel,Sirajganj,Picnic Spot,172,1,Low,1131
Rangpur,Madhupur National Park,Tangail,Forest,257,2,Medium,4955
Khulna,Ramsagar National Park,Dinajpur,Park,441,1,Medium,2619
Rajshahi,Mujibnagar Smriti Complex,Meherpur,Historical Palace,158,1,Low,1343
Mymensingh,Sitakunda Eco Park,Chittagong,Park,330,1,Medium,2838
Rajshahi,Boga Lake,Bandarban,Hills,620,5,High,10903
Dhaka,Bangladesh National Meusium,Dhaka,Historical Palace,12,1,Low,901
Rangpur,Zinda Park,Narayanganj,Picnic Spot,294,1,Low,2062
Chittagong,Bangladesh National Zoo,Dhaka,Park,258,1,Medium,2332
Khulna,Shilaidaha Kuthibari,Kushtia,Historical Palace,167,1,Low,1231
Barisal,Foy's Lake,Chittagong,Park,240,1,Low,2480
Dhaka,Jadukata River,Sunamganj,Picnic Spot,281,1,Low,2400
Rangpur,Mawa Ghat,Munshiganj,Picnic Spot,346,1,Medium,2669
Rangpur,Nilachal,Bandarban,Hills,615,3,Medium,7403
Barisal,Zaflong Tea Garden,Sylhet,Picnic Spot,441,1,Low,2222
Cumilla,Shoshi Lodge,Mymensingh,Historical Palace,219,1,Low,1950
Chittagong,Mohamaya Eco Park,Chittagong,Picnic Spot,81,1,Low,527
Mymensingh,Tilagor Eco Park,Sylhet,Park,201,1,Medium,2020
Sylhet,Kantaji Temple,Dinajpur,Historical Palace,552,1,Low,1790
Chittagong,Birishiri,Netrokona,Picnic Spot,418,1,Medium,2976
Mymensingh,Swapnapuri Amusement Park,Dinajpur,Picnic Spot,281,1,Low,1821
Chittagong,Dhanmondi Lake,Dhaka,Park,248,1,Medium,2626
Rajshahi,Bangladesh National Zoo,Dhaka,Park,249,1,Medium,2545
Sylhet,Bangladesh National Meusium,Dhaka,Historical Palace,241,1,Medium,2949
Rangpur,Madhupur National Park,Tangail,Forest,257,1,Low,1928
Rangpur,Satchari National Park,Habiganj,Park,398,1,Low,1562
Cumilla,Pachgaon Waterfall,Netrokona,Hills,241,4,High,6851
Dhaka,Madhumati River,Foridpur,Picnic Spot,163,1,Low,1416
Rajshahi,Jadipai Waterfall,Bandarban,Waterfall,633,2,Medium,3432
Dhaka,Baliati  Zamindar Bari,Manikganj,Historical Palace,72,1,Low,1528
Cumilla,Tangail Zamindar Bari,Tangail,Historical Palace,27,1,Low,1463
Rajshahi,Bangladesh National Zoo,Dhaka,Park,249,1,Medium,2579
Rajshahi,Hatirjheel,Dhaka,Picnic Spot,255,1,Low,1642
Cumilla,Fatra's Char,Patuakhali,Island,272,4,Medium,6303
Mymensingh,Dhanmondi Lake,Dhaka,Park,121,1,Low,1839
Cumilla,Kuakata Beach,Barisal,Sea Beach,374,7,Medium,16462
Rajshahi,Malnichhara Tea Garden,Sylhet,Picnic Spot,452,1,Medium,2500
Dhaka,Lalon Shah Mazar,Kushtia,Historical Palace,204,1,Medium,2261
Cumilla,Dinajpur Rajbari,Dinajpur,Historical Palace,437,1,Low,2612
Chittagong,Bhawal National Park,Gazipur,Park,286,1,Medium,1598
Barisal,Panchagarh Tea Estate,Panchagarh,Picnic Spot,619,1,Low,2976
Mymensingh,Mohamaya Eco Park,Chittagong,Picnic Spot,304,1,Low,1675
Rajshahi,Aparajeyo Bangla,Dhaka,Historical Palace,249,1,Medium,1732
Sylhet,Kantaji Temple,Dinajpur,Historical Palace,552,1,Medium,2756
Rangpur,Lalakhal,Sylhet,Picnic Spot,546,1,Low,2004
Sylhet,Mawa Ghat,Munshiganj,Picnic Spot,273,1,Medium,1682
Sylhet,Ramsagar National Park,Dinajpur,Park,484,1,Low,1990
Cumilla,Amiakhum Waterfall,Bandarban,Waterfall,666,2,Low,4457
Mymensingh,Nilachal,Bandarban,Hills,434,4,Medium,5754
Barisal,Aparajeyo Bangla,Dhaka,Historical Palace,179,1,Low,1916
Rangpur,Narikelbaria Jamidar Bari,Jhenaidah,Historical Palace,303,1,Low,1865
Sylhet,Aparajeyo Bangla,Dhaka,Historical Palace,241,1,Medium,2435
Mymensingh,Kuakata Beach,Patuakhali,Sea Beach,408,3,Medium,12617
Chittagong,Chimbuk Hill,Bandarban,Hills,87,1,Medium,3146
Barisal,Bodhiratna Buddhist Temple,Cox's Bazar,Historical Palace,369,1,Low,2261
Mymensingh,Himchari National Park,Cox's Bazar,Park,520,1,Medium,1861
Dhaka,Shoshi Lodge,Mymensingh,Historical Palace,115,1,Low,1467
Chittagong,Dulahazara Safari Park,Cox's Bazar,Park,98,1,Low,1508
Barisal,Teknaf Beach,Teknaf,Sea Beach,454,5,High,7268
Mymensingh,Fatra's Char,Patuakhali,Island,404,6,High,18913
Rangpur,Shoshi Lodge,Mymensingh,Historical Palace,285,1,Low,1967
Cumilla,Shoshi Lodge,Mymensingh,Historical Palace,219,1,Medium,1578
Rajshahi,Ahsan Monjil,Dhaka,Historical Palace,258,1,Low,2483
Khulna,Pirganj Jamidar Bari,Thakurgaon,Historical Palace,395,1,Medium,1944
Barisal,Baniachong Raj Bari,Habiganj,Historical Palace,338,1,Medium,2847
Sylhet,Ramsagar National Park,Dinajpur,Park,484,1,Low,2774
Cumilla,Paharpur Buddhist Monastery,Naogaon,Historical Palace,348,1,Low,1760
Barisal,Dhanmondi Lake,Dhaka,Park,175,1,Low,1435
Mymensingh,Bangladesh National Zoo,Dhaka,Park,117,1,Low,1979
Barisal,Teliapara Managers Bunglow Nation Tea Estate,Habiganj,Picnic Spot,295,1,Medium,2486
Barisal,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,388,1,Low,2075
Rangpur,Saint Martin's Island,Cox's Bazar,Island,787,7,Medium,14618
Sylhet,Chor Kukri Mukri,Bhola,Island,535,7,Medium,14690
Khulna,Patenga Beach,Chittagong,Sea Beach,353,4,Medium,15547
Barisal,Niladri Lake,Sunamganj,Picnic Spot,458,1,Low,1627
Rajshahi,Shahporan Dargah,Sylhet,Historical Palace,456,1,Low,2420
Cumilla,Patenga Beach,Chittagong,Sea Beach,159,5,Medium,10460
Mymensingh,Saint Martin's Island,Cox's Bazar,Island,585,7,High,7255
Sylhet,Shalban Vihara,Cumilla,Historical Palace,223,1,Low,2108
Sylhet,Pachgaon Waterfall,Netrokona,Hills,170,3,Medium,2087
Cumilla,Panchagarh Tea Estate,Panchagarh,Picnic Spot,548,1,Low,2710
Dhaka,Hatirjheel,Dhaka,Picnic Spot,7,1,Low,1547
Khulna,Jatiyo Sriti Shoudho,Savar,Historical Palace,239,1,Low,1675
Dhaka,Sonargaon Folk Art Museum,Narayanganj,Historical Palace,40,1,Low,377
Barisal,Chandranath Temple,Chittagong,Historical Palace,207,1,Medium,1750
Khulna,Khoiyachora Jhorna,Chittagong,Waterfall,294,3,Medium,3819
Cumilla,Dhakeshwari Temple,Dhaka,Historical Palace,226,1,Low,2451
Khulna,Shahjalal Dargah,Sylhet,Historical Palace,440,1,Low,2039
Chittagong,Fatra's Char,Patuakhali,Island,339,6,Medium,12587
Khulna,Meghla Tourist Complex,Bandarban,Hills,414,5,High,10542
Chittagong,Bangabandhu Bridge,Tangail,Historical Palace,362,1,Low,1630
Dhaka,Chor Kukri Mukri,Bhola,Island,300,5,High,17457
Khulna,Birishiri,Netrokona,Picnic Spot,379,1,Medium,1857
Mymensingh,Birishiri,Netrokona,Picnic Spot,54,1,Low,390
Mymensingh,Madhabkunda Waterfall,Moulvibazar,Waterfall,281,2,Low,3218
Cumilla,Panam City,Narayanganj,Historical Palace,74.6,1,Low,684
Barisal,Mujibnagar Smriti Complex,Meherpur,Historical Palace,278,1,Low,2071
Chittagong,Shangu River,Bandarban,Picnic Spot,140,1,Low,1339
Dhaka,Kaptai Lake,Rangamati,Picnic Spot,313,1,Low,1871
Dhaka,Boga Lake,Bandarban,Hills,376,3,High,5829
Barisal,Maheshkhali Island,Cox's Bazar,Island,343,3,Medium,12183
Dhaka,Ghoraghat Fort,Dinajpur,Historical Palace,239,1,Low,1676
Mymensingh,Patenga Beach,Chittagong,Sea Beach,373,4,High,7642
Dhaka,Lalakhal,Sylhet,Picnic Spot,284,1,Low,2665
Rajshahi,Bhola Circuit House,Bhola,Picnic Spot,368,1,Medium,2623
Barisal,Satchari National Park,Habiganj,Park,301,1,Medium,2637
Dhaka,Zaflong Tea Garden,Sylhet,Picnic Spot,293,1,Low,1863
Sylhet,Chor Kukri Mukri,Bhola,Island,535,5,High,19036
Rajshahi,Sajek Valley,Rangamati,Hills,579,4,High,10230
Mymensingh,Dhakeshwari Temple,Dhaka,Historical Palace,124,1,Low,1748
Dhaka,Bhawal National Park,Gazipur,Park,45,1,Low,399
Barisal,Mahasthangarh,Bogura,Historical Palace,378,1,Low,1996
Chittagong,Jadipai Waterfall,Bandarban,Waterfall,138,2,Medium,4021
Dhaka,Pachgaon Waterfall,Netrokona,Hills,195,1,High,3967
Rangpur,Sajek Valley,Rangamati,Hills,629,3,High,7700
Khulna,Muktagacha ZamidarBari,Mymensingh,Historical Palace,342,1,Medium,2302
Dhaka,Bhawal National Park,Gazipur,Park,45,1,Low,352
Dhaka,Zinda Park,Narayanganj,Picnic Spot,20,1,Low,1847
Mymensingh,Hardinge Bridge,Kushtia,Historical Palace,219,1,Medium,2928
Khulna,Jadukata River,Sunamganj,Picnic Spot,484,1,Medium,2211
Khulna,Zinda Park,Narayanganj,Picnic Spot,235,1,Medium,2849
Chittagong,Chandranath Hill,Chittagong,Hills,73,2,Medium,3959
Rangpur,Suagazi Zamindar Bari,Cumilla,Historical Palace,412,1,Medium,2208
Cumilla,Mohera Jamindar Bari,Tangail,Historical Palace,193,1,Low,1979
Sylhet,Jaflong,Sylhet,Picnic Spot,50,1,Low,1205
Dhaka,Sreemangal,Moulvibazar,Picnic Spot,176,1,Low,1091
Chittagong,Kantaji Temple,Dinajpur,Historical Palace,602,1,Low,2960
Dhaka,Madhupur National Park,Tangail,Picnic Spot,138,1,Low,1294
Cumilla,Ahsan Monjil,Dhaka,Historical Palace,96,1,Low,335
Dhaka,Madhumati River,Foridpur,Picnic Spot,163,1,Low,1766
Rajshahi,Modhutila Eco Park,Sherpur,Park,274,1,Low,1953
Khulna,Mujibnagar Memorial,Meherpur,Historical Palace,157,1,Low,1231
Barisal,Balihar Rajbari,Naogaon,Historical Palace,367,1,Low,1770
Dhaka,Mujibnagar Memorial,Meherpur,Historical Palace,273,1,Medium,2854
Cumilla,Meghla Tourist Complex,Bandarban,Hills,128,3,High,4282
Chittagong,Pirganj Jamidar Bari,Thakurgaon,Historical Palace,547,1,Medium,1986
Barisal,Darjeeling Point,Panchagarh,Hills,680,3,High,7986
Cumilla,Kantaji Temple,Dinajpur,Historical Palace,454,1,Medium,2977
Dhaka,Shangu River,Bandarban,Picnic Spot,391,1,Low,1928
Mymensingh,Satchari National Park,Habiganj,Park,178,1,Low,1132
Barisal,Bangabandhu Safari Park,Gazipur,Park,222,1,Medium,2078
Rangpur,Birishiri,Netrokona,Picnic Spot,346,1,Medium,2889
Cumilla,Meghla Tourist Complex,Bandarban,Hills,128,1,Medium,3531
Khulna,Shitolaksha River,Narayanganj,Picnic Spot,236,1,Low,2413
Sylhet,Jatiyo Sriti Shoudho,Savar,Historical Palace,256,1,Medium,1904
Chittagong,Nilachal,Bandarban,Hills,70,3,Medium,3714
Cumilla,Kantaji Temple,Dinajpur,Historical Palace,454,1,Low,2233
Cumilla,Modhutila Eco Park,Sherpur,Park,300,1,Medium,1995
Cumilla,Tanguar Haor,Sunamganj,Picnic Spot,277,1,Low,1713
Barisal,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,388,1,Low,2983
Sylhet,Suagazi Zamindar Bari,Cumilla,Historical Palace,222,1,Low,1513
Cumilla,Pachgaon Waterfall,Netrokona,Hills,241,4,High,11595
Barisal,Shilaidaha Kuthibari,Kushtia,Historical Palace,209,1,Medium,2184
Khulna,Kaptai Lake,Rangamati,Picnic Spot,404,1,Low,1910
Barisal,Keokradong,Bandarban,Hills,374,5,High,6481
Sylhet,Paharpur Buddhist Monastery,Naogaon,Historical Palace,446,1,Low,2929
Cumilla,Takerghat Limestone,Sunamganj,Picnic Spot,31,1,Low,1519
Cumilla,Kurigram Eco Park,Kurigram,Park,519,1,Low,2695
Dhaka,Aparajeyo Bangla,Dhaka,Historical Palace,12,1,Low,986
Rajshahi,Hardinge Bridge,Kushtia,Historical Palace,82,1,Low,1978
Cumilla,Cholon Beel,Sirajganj,Picnic Spot,275,1,Medium,2489
Cumilla,Lalbagh Fort,Dhaka,Historical Palace,98,1,Low,666
Mymensingh,Chhatak Haor,Sunamganj,Picnic Spot,186,1,Low,1549
Mymensingh,Ghoraghat Fort,Dinajpur,Historical Palace,236,1,Medium,1834
Cumilla,Saint Martin's Island,Cox's Bazar,Island,391,5,Medium,11357
Rajshahi,Madhabkunda Waterfall,Moulvibazar,Waterfall,468,1,Low,2106
Chittagong,Chhatak Haor,Sunamganj,Picnic Spot,382,1,Low,2269
Rajshahi,Nikli Haor,Kishoreganj,Picnic Spot,311,1,Medium,2732
Rajshahi,Khoiyachora Jhorna,Chittagong,Waterfall,446,1,Medium,2730
Rangpur,Bangladesh National Meusium,Dhaka,Historical Palace,305,1,Medium,2099
Rangpur,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,253,1,Medium,2033
Khulna,Darjeeling Point,Panchagarh,Hills,635,4,High,7823
Rajshahi,Birishiri,Netrokona,Picnic Spot,296,1,Low,2591
Rajshahi,Jadukata River,Sunamganj,Picnic Spot,496,1,Medium,2105
Chittagong,Hatirjheel,Dhaka,Picnic Spot,250,1,Low,1936
Chittagong,Shoshi Lodge,Mymensingh,Historical Palace,361,1,Low,2959
Sylhet,Dinajpur Rajbari,Dinajpur,Historical Palace,536,1,Medium,2089
Cumilla,Jadukata River,Sunamganj,Picnic Spot,255,1,Low,1800
Cumilla,Baliati Jamidar Bari,Manikganj,Historical Palace,165,1,Low,1852
Khulna,Baniachong Zamindar Bari,Habiganj,Historical Palace,376,1,Medium,2708
Dhaka,Ahsan Monjil,Dhaka,Historical Palace,15,1,Low,401
Mymensingh,Dhakeshwari Temple,Dhaka,Historical Palace,124,1,Low,1654
Mymensingh,Bodhiratna Buddhist Temple,Cox's Bazar,Historical Palace,499,1,Medium,2431
Cumilla,Nikli Haor,Kishoreganj,Picnic Spot,127,1,Low,1358
Chittagong,Darjeeling Point,Panchagarh,Hills,778,6,High,6580
Dhaka,Meghla Tourist Complex,Bandarban,Hills,322,4,High,11928
Mymensingh,Ramsagar National Park,Dinajpur,Park,335,1,Low,2886
Khulna,Kaptai National Park,Rangamati,Park,388,1,Low,2904
Rajshahi,Bangabandhu Bridge,Tangail,Historical Palace,567,1,Medium,2943
Barisal,Bichanakandi,Sylhet,Picnic Spot,423,1,Medium,2784
Dhaka,Jadukata River,Sunamganj,Picnic Spot,281,1,Medium,2372
Barisal,Alutila Cave,Khagrachari,Hills,254,4,Medium,8493
Khulna,Dulahazara Safari Park,Cox's Bazar,Park,450,1,Low,2718
Mymensingh,Jadukata River,Sunamganj,Picnic Spot,232,1,Low,1615
Cumilla,Chhatak Haor,Sunamganj,Picnic Spot,61,1,Low,359
Dhaka,Swapnapuri Amusement Park,Dinajpur,Picnic Spot,284,1,Low,2470
Cumilla,Hatirjheel,Dhaka,Picnic Spot,100,1,Low,1310
Sylhet,Chandraghona Paper Mills,Rangamati,Historical Palace,395,1,Low,1755
Khulna,Saint Martin's Island,Cox's Bazar,Island,571,3,Medium,19664
Sylhet,Tilagor Eco Park,Sylhet,Park,8,1,Low,367
Sylhet,Keokradong,Bandarban,Hills,489,3,Medium,6707
Barisal,Nilachal,Bandarban,Hills,311,6,Medium,8840
Cumilla,Jadipai Waterfall,Bandarban,Waterfall,637,2,Low,4076
Chittagong,Mahasthangarh,Bogura,Historical Palace,456,1,Medium,2136
Rangpur,Nilachal,Bandarban,Hills,615,4,Medium,8930
Khulna,Cox's Bazar Sea Beach,Cox's Bazar,Sea Beach,492,6,Medium,11210
Chittagong,Kaptai National Park,Rangamati,Park,49,1,Low,452
Barisal,Shahporan Dargah,Sylhet,Historical Palace,391,1,Medium,1510
Rangpur,Mujibnagar Memorial,Meherpur,Historical Palace,302,1,Medium,1807
Chittagong,Manikganj Zamindar Bari,Manikganj,Historical Palace,313,1,Medium,2876
Mymensingh,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,311,1,Low,2247
Chittagong,Sundarbans,Satkhira,Forest,547,1,Medium,3725
Sylhet,Jadukata River,Sunamganj,Picnic Spot,46,1,Low,890
Khulna,Inani Beach,Cox's Bazar,Sea Beach,508,4,High,16101
Sylhet,Panchagarh Tea Estate,Panchagarh,Picnic Spot,646,1,Low,2767
Rangpur,Shoshi Lodge,Mymensingh,Historical Palace,285,1,Medium,2984
Barisal,Dhakeshwari Temple,Dhaka,Historical Palace,168,1,Low,1954
Rangpur,Jadukata River,Sunamganj,Picnic Spot,544,1,Medium,2535
Dhaka,Rangamati Hanging Bridge,Rangamati,Hills,312,5,High,11475
Rajshahi,Malnichhara Tea Garden,Sylhet,Picnic Spot,452,1,Low,2151
Sylhet,Lalbagh Fort,Dhaka,Historical Palace,248,1,Low,2385
Cumilla,Buddha Dhatu Jadi,Bandarban,Historical Palace,295,1,Medium,2822
Barisal,Lalbagh Fort,Dhaka,Historical Palace,150,1,Low,1593
Sylhet,Meghla Tourist Complex,Bandarban,Hills,429,4,Medium,10782
Chittagong,Nilachal,Bandarban,Hills,70,2,Medium,4659
Mymensingh,Ramsagar National Park,Dinajpur,Park,335,1,Low,2783
Barisal,Maheshkhali Island,Cox's Bazar,Island,343,3,High,11270
Rangpur,Himchari National Park,Cox's Bazar,Park,703,1,Medium,1863
Mymensingh,Nilachal,Bandarban,Hills,434,4,High,11886
Barisal,Mohamaya Eco Park,Chittagong,Picnic Spot,181,1,Low,1114
Khulna,Suagazi Zamindar Bari,Cumilla,Historical Palace,308,1,Medium,2566
Cumilla,Kurigram Eco Park,Kurigram,Park,519,1,Low,2324
Dhaka,Kaptai National Park,Rangamati,Park,297,1,Medium,2244
Rangpur,Pachgaon Waterfall,Netrokona,Hills,375,3,Medium,10725
Cumilla,Zinda Park,Narayanganj,Picnic Spot,126,1,Low,1062
Chittagong,Cholon Beel,Sirajganj,Picnic Spot,424,1,Low,2917
Cumilla,Patenga Beach,Chittagong,Sea Beach,159,4,High,12122
Dhaka,Sajek Valley,Rangamati,Hills,336,4,High,6493
Khulna,Malnichhara Tea Garden,Sylhet,Picnic Spot,443,1,Low,2352
Rangpur,Buddha Dhatu Cati,Bandarban,Historical Palace,622,1,Medium,2145
Chittagong,Chimbuk View Point,Bandarban,Hills,88,1,High,3102
Cumilla,Baniachong Zamindar Bari,Habiganj,Historical Palace,676,1,Medium,2879
Cumilla,Porikunda Eco Park,Sherpur,Park,630,1,Medium,2203
Barisal,Chimbuk Hill,Bandarban,Hills,328,6,High,10501
Rajshahi,Bhawal National Park,Gazipur,Park,232,1,Medium,1673
Rajshahi,Bayazid Bostami Shrine,Chittagong,Historical Palace,493,1,Medium,2256
Rajshahi,Panam City,Narayanganj,Historical Palace,568,1,Low,2076
Rangpur,Mahasthangarh,Bogura,Historical Palace,95,1,Low,1270
Dhaka,Himchari National Park,Cox's Bazar,Park,410,1,Low,2759
Chittagong,Pachgaon Waterfall,Netrokona,Hills,391,5,High,9094
Cumilla,Mujibnagar Memorial,Meherpur,Historical Palace,349,1,Medium,1790
Cumilla,Lalon Shah Mazar,Kushtia,Historical Palace,280,1,Low,2456
Dhaka,Baliadi  Zamindar Bari,Gazipur,Historical Palace,48,1,Low,630
